team,player,nationality,position,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90
West-Ham-United,Divin Mubama,engENG,FW,18,5,0,80,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,5,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17
West-Ham-United,George Earthy,engENG,FW,18,3,0,34,0.4,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,0,1,3,2.65,0.00,2.65,2.65,2.65,0.82,0.00,0.82,0.82,0.82
West-Ham-United,Thilo Kehrer,deGER,"DF,MF",26,4,0,22,0.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
West-Ham-United,Kaelan Casey,engENG,DF,18,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
West-Ham-United,Joseph Anang,engENG,GK,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
West-Ham-United,Conor Coventry,ieIRL,MF,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
West-Ham-United,Levi Laing,engENG,DF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
West-Ham-United,Callum Marshall,nirNIR,FW,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
West-Ham-United,Lewis Orford,engENG,MF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
West-Ham-United,Oliver Scarles,engENG,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
